alert_id,transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold,detection_confidence,potential_loss_proxy,alert_priority_score,assigned_team,arrival_day,processed_day,queue_age_hours,capacity_status,handling_minutes,sla_breach_flag,investigation_status,outcome,analyst_action,prevented_loss_proxy,recovery_proxy
AL000004009,T000179740,2026-01-16 19:02:00,C0031237,D0012456,B0007688,45.89,API,ELECTRONICS,MY,MY,872,Affluent,2.15,80.2,20,B,0.16,356,53.87,PH,0,0,1172,33.67,PH,0,0,1,0,11.9,0,0,2,74.68,31.79,0,1,1,1,0,1,0.5722,0,0,1,1,1,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6710179611493973,0.0316236913523948,0.9973516600058718,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,1.0158,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5075,1.4512,0.7444,Fraud Operations,16,16,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003520,T000157005,2026-01-24 18:18:00,C0036882,D0007760,B0084945,2.55,CARD,TRAVEL,VN,VN,840,Digital_Native,6.33,20.9,11,B,0.16,296,58.58,PH,0,0,5887,11.93,SG,0,1,0,0,2.12,0,6,11,4.07,46.34,0,0,0,0,0,1,0.1222,0,0,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.2589141806024074,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2143,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4189,0.3061,0.1323,Fraud Operations,24,24,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000804,T000037149,2026-01-09 14:41:00,C0004578,D0052983,B0055836,3.87,CARD,TRANSFER,SG,SG,233,Mass,12.89,33.44,16,B,0.16,440,70.94,MY,0,0,1311,0.17,MY,0,1,0,1,11.67,0,8,17,11.24,60.5,0,0,0,0,0,1,0.1157,0,0,0,1,0,0,0,0,0,NONE,9,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9194832741151728,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.3364,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.639,0.4806,0.3269,Fraud Operations,9,9,0.0,Within simulation window,15,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000001145,T000052986,2026-01-20 09:57:00,C0001213,D0010532,B0053889,314.81,MOBILE,UTILITIES,ID,MY,1028,SME,19.77,82.33,11,A,0.1,187,58.28,VN,0,0,1642,19.06,MY,1,0,0,0,8.98,5,1,2,808.72,460.4,0,0,0,0,1,1,3.8237,1,1,1,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5276010683241521,0.01688283245474,0.9000161776424981,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,3.7204,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7292,5.3149,6.3883,ATO & Account Security,20,20,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003512,T000156664,2026-01-24 12:50:00,C0035916,D0040607,B0041658,1.45,CARD,GAMING,PH,PH,513,Mass,15.52,28.89,15,C,0.22,405,39.54,ID,0,0,1041,23.66,VN,0,1,0,0,3.8,3,7,9,4.4,140.88,0,0,0,1,0,1,0.0503,0,0,0,0,0,0,0,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.5865114411882778,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1219,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.468,0.1741,0.0878,Fraud Operations,24,24,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003363,T000150279,2026-01-20 18:30:00,C0019073,D0045241,B0029624,125.05,MOBILE,UTILITIES,VN,VN,1241,Digital_Native,24.74,63.76,12,C,0.22,86,91.06,MY,0,0,3061,21.44,ID,1,0,0,0,13.58,5,1,1,646.13,93.55,0,0,0,0,0,1,1.9612,1,0,1,1,0,0,0,0,0,NONE,20,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5117056698497642,0.0157910846740388,0.7697621886552785,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,1.3823,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7094,1.9747,2.3612,ATO & Account Security,20,20,0.0,Within simulation window,18,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004597,T000205501,2026-01-28 16:53:00,C0034088,D0050471,B0011381,2.83,CARD,ELECTRONICS,VN,VN,768,Mass,14.38,8.65,14,C,0.22,446,90.19,VN,0,0,958,11.84,TH,0,1,0,0,16.45,0,7,14,9.83,177.95,0,0,0,1,0,0,0.3271,0,0,0,0,0,1,0,0,0,NONE,28,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9422458162818984,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.246,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5224,0.3515,0.1968,Fraud Operations,28,28,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003404,T000152010,2026-01-26 14:55:00,C0004890,D0053487,B0049801,2.22,CARD,UTILITIES,VN,VN,196,Mass,26.53,10.3,13,C,0.22,191,68.01,VN,0,0,1911,13.75,VN,0,1,0,0,57.56,1,4,11,5.96,457.29,0,0,0,0,0,0,0.2158,0,0,0,1,0,0,0,0,0,NONE,26,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8867349346209454,0.1206405681119475,0.8717472453069858,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1875,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5109,0.2678,0.155,Fraud Operations,26,26,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001321,T000060086,2026-01-26 12:00:00,C0015790,D0046985,B0084616,168.5,API,TRANSFER,VN,VN,633,Mass,6.93,57.67,15,A,0.1,435,91.42,ID,0,0,2169,34.96,MY,0,0,1,1,18.61,6,1,3,504.43,21.43,0,0,0,0,1,1,2.9218,1,0,1,0,1,0,0,0,0,NONE,26,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5871903777254168,0.0217458623460079,0.9961712912754572,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE;RC_ANOMALY_HIGH,2.5649,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7449,3.6642,4.2358,ATO & Account Security,26,26,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000116,T000005704,2026-01-10 12:29:00,C0045954,D0027620,B0033550,186.12,CARD,RETAIL,ID,ID,798,Affluent,24.51,72.78,12,C,0.22,417,84.35,VN,0,0,1801,11.38,PH,0,1,0,0,4.32,2,2,7,464.21,76.91,0,0,0,0,0,1,2.5573,0,0,0,0,0,0,1,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.1766269242542292,0.0029438132427909,0.8123513304613025,observable_controls_v1,1,1,0,0,FRD-001,RC_BLACKLIST,BLOCK_ACCOUNT,1,CRITICAL,BLOCK_ACCOUNT,RC_BLACKLIST,RC_BLACKLIST,0.3835,Very High,CRITICAL,1,Dual approval only,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5926,1.8612,2.4762,ATO & Account Security,10,10,0.0,Within simulation window,23,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004721,T000210275,2026-01-06 07:40:00,C0013565,D0023899,B0086343,2.33,CARD,UTILITIES,ID,ID,360,Mass,12.79,9.05,10,B,0.16,371,77.08,PH,0,0,4727,10.6,VN,0,1,0,0,2.57,0,9,16,9.25,127.4,0,0,0,0,0,1,0.2579,0,0,0,0,0,0,0,0,0,NONE,6,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5363547577248243,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2026,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5815,0.2894,0.179,Fraud Operations,6,6,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002456,T000109321,2026-01-20 08:22:00,C0048037,D0010888,B0067614,209.58,MOBILE,ELECTRONICS,TH,TH,2177,Digital_Native,30.47,399.24,11,D,0.29,144,30.7,TH,0,0,955,11.28,PH,1,0,0,0,63.29,6,0,1,729.21,388.24,0,1,0,1,0,1,0.5249,0,0,0,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8431521976335998,0.0841258428707834,0.9600771733464352,observable_controls_v1,1,0,0,1,FRD-040,RC_AUTH_FAILURE,STEP_UP,5,MEDIUM,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_AUTH_FAILURE,12.3418,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.635,17.6311,12.9023,Fraud Operations,20,20,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003403,T000152009,2026-01-23 18:24:00,C0006301,D0050955,B0073244,1.91,CARD,RETAIL,ID,ID,1021,Digital_Native,8.26,23.82,14,B,0.16,1418,73.38,MY,0,0,2110,24.21,VN,0,1,0,0,3.95,0,6,12,5.01,27.47,0,0,0,0,0,1,0.0801,0,0,0,0,1,0,0,0,0,NONE,23,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.7113369323594791,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1605,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4867,0.2293,0.1162,Fraud Operations,23,23,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004022,T000180125,2026-01-12 11:18:00,C0018443,D0051319,B0031699,5.0,CARD,GROCERY,VN,VN,1693,Affluent,19.83,24.37,6,D,0.29,907,74.77,PH,0,0,1374,47.26,ID,0,1,0,0,6.0,1,7,14,14.37,151.78,0,0,0,0,0,1,0.2053,0,0,0,0,0,0,0,0,0,NONE,12,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5670922784711528,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.4347,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4661,0.621,0.3181,Fraud Operations,12,12,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000560,T000024852,2026-01-19 16:29:00,C0018719,D0053963,B0040903,1.05,CARD,GROCERY,ID,ID,388,SME,15.35,18.95,14,D,0.29,382,77.98,PH,0,0,3348,6.88,VN,0,1,0,0,1.85,0,6,10,3.02,22.38,0,0,1,0,0,1,0.0552,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8883218874957592,0.1224520035884287,0.3643984014092524,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.09,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4353,0.1286,0.0603,Fraud Operations,19,19,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001600,T000072263,2026-01-21 11:55:00,C0030806,D0024542,B0079553,2.81,CARD,TRANSFER,ID,ID,1422,Mass,11.5,65.78,11,D,0.29,432,88.14,ID,0,0,2573,7.53,MY,0,1,0,1,13.58,3,7,13,4.92,194.21,0,0,0,0,0,1,0.0427,1,0,0,0,0,0,0,0,0,NONE,21,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.7717933815467024,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2443,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4968,0.349,0.1833,Fraud Operations,21,21,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004071,T000182591,2026-01-10 19:17:00,C0031999,D0018153,B0026080,2.7,CARD,TRANSFER,SG,SG,275,Mass,14.85,20.71,17,D,0.29,298,72.13,VN,0,0,2027,13.26,VN,0,1,0,1,11.21,1,8,15,3.71,117.89,0,0,0,0,0,1,0.1301,0,0,0,0,1,0,0,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.8768282233952678,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2347,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6326,0.3353,0.2279,Fraud Operations,10,10,0.0,Within simulation window,13,0,CLOSED,DUPLICATE,Reverse duplicate and close,0.0,0.0
AL000004564,T000204401,2026-01-04 04:31:00,C0006528,D0036158,B0019740,164.38,API,ELECTRONICS,VN,VN,766,Mass,4.97,70.94,7,B,0.16,314,62.79,VN,0,1,3854,34.98,VN,0,0,1,0,7.9,2,1,6,185.03,95.46,1,0,0,1,0,0,2.3171,0,1,1,0,0,0,0,0,0,NONE,4,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7173634030858204,0.039604354038947,0.9979807905474634,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,4.5571,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5096,6.5102,3.4,Fraud Operations,4,4,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003259,T000145415,2026-01-19 07:49:00,C0037475,D0014332,B0078075,730.87,WEB,ELECTRONICS,VN,VN,550,Mass,5.69,320.47,11,C,0.22,318,71.19,ID,0,0,633,7.15,ID,0,0,0,0,7.45,3,0,1,1019.21,151.21,0,0,0,1,0,1,2.2806,1,0,0,0,0,0,1,0,0,NONE,19,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4478728625415251,0.0120604612526568,0.9329826180218938,observable_controls_v1,1,1,0,0,FRD-001,RC_BLACKLIST,BLOCK_ACCOUNT,1,CRITICAL,BLOCK_ACCOUNT,RC_BLACKLIST,RC_BLACKLIST,6.1702,Very High,CRITICAL,1,Dual approval only,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.613,8.8146,11.1135,ATO & Account Security,19,19,0.0,Within simulation window,28,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001725,T000077453,2026-01-23 18:57:00,C0008235,D0062458,B0025577,217.4,CARD,TRANSFER,VN,VN,322,SME,10.35,125.63,20,C,0.22,474,87.99,VN,0,0,601,7.29,MY,0,1,0,1,5.03,5,2,4,569.12,27.09,0,0,0,0,0,0,1.7305,1,0,0,0,0,0,0,0,0,NONE,23,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.1048353799937049,0.0015453039083309,0.8174203251106971,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,0.2352,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.713,2.174,2.4454,ATO & Account Security,23,23,0.0,Within simulation window,18,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001339,T000060854,2026-01-16 14:38:00,C0049422,D0055621,B0049674,1.88,CARD,UTILITIES,VN,VN,1651,Digital_Native,20.73,27.93,16,C,0.22,225,90.57,SG,0,0,3673,38.14,ID,0,1,0,0,1.89,2,6,10,9.56,223.5,0,0,0,0,0,1,0.0673,0,0,0,0,0,0,0,0,0,NONE,16,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.287554599543431,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.158,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4231,0.2257,0.1054,Fraud Operations,16,16,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004030,T000180387,2026-01-21 17:11:00,C0005215,D0053364,B0048018,59.42,MOBILE,UTILITIES,VN,VN,57,Mass,35.03,302.72,17,D,0.29,525,51.95,VN,0,0,2164,8.39,TH,1,0,0,0,11.47,2,0,3,111.64,45.75,0,0,1,0,0,0,0.1963,0,0,0,0,0,0,0,1,0,NONE,21,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.4211864073037886,0.0107544855170879,0.4840650221394033,observable_controls_v1,1,1,0,0,FRD-080,RC_DUPLICATE_TXN,HOLD,2,CRITICAL,HOLD,RC_DUPLICATE_TXN,RC_DUPLICATE_TXN,0.4473,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5453,0.639,0.6142,Fraud Operations,21,21,0.0,Within simulation window,19,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004913,T000219987,2026-01-19 16:56:00,C0028832,D0003091,B0057684,3.18,CARD,RETAIL,SG,SG,589,Mass,8.03,59.17,13,C,0.22,207,83.81,SG,0,0,4374,11.02,TH,0,1,0,0,1.74,0,8,17,8.63,60.28,0,0,0,0,0,0,0.0537,0,0,0,0,0,0,0,0,0,NONE,19,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.6809828816575493,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.2765,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6032,0.3949,0.2478,Fraud Operations,19,19,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001031,T000047885,2026-01-22 01:13:00,C0048775,D0026010,B0078698,716.01,MOBILE,GROCERY,MY,MY,801,SME,52.05,370.75,0,C,0.22,789,33.75,TH,0,0,1834,10.34,MY,1,0,0,0,65.04,5,0,1,769.76,463.7,1,1,1,0,1,1,1.9312,1,0,1,1,0,0,0,0,1,ACCOUNT_TAKEOVER,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8640112201911679,0.0989273299020526,0.9998202484166882,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE;RC_ANOMALY_HIGH,49.5831,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7647,70.833,102.3946,ATO & Account Security,22,22,0.0,Within simulation window,17,0,CLOSED,PENDING,Maintain monitoring,0.0,0.0
AL000000659,T000030111,2026-01-10 18:25:00,C0033438,D0057115,B0084304,612.97,MOBILE,UTILITIES,TH,TH,501,Mass,55.66,122.9,14,D,0.29,75,67.98,MY,0,0,1935,13.3,VN,1,0,0,0,47.15,5,1,5,3997.06,311.86,0,0,0,0,0,1,4.9875,0,0,0,0,0,0,0,0,0,NONE,10,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8112437553731289,0.0674617572119324,0.8009311132015554,observable_controls_v1,1,0,0,1,FRD-040,RC_AUTH_FAILURE,STEP_UP,5,MEDIUM,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_AUTH_FAILURE,28.9464,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.607,41.352,32.0865,Fraud Operations,10,10,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000841,T000038928,2026-01-15 15:06:00,C0001418,D0027683,B0047268,72.85,MOBILE,RETAIL,TH,MY,1631,Digital_Native,16.77,148.74,15,B,0.16,423,86.77,VN,0,0,3189,32.78,VN,1,0,0,0,7.53,0,0,1,165.84,234.18,0,0,0,0,1,1,0.4898,0,0,1,0,1,0,1,0,0,NONE,15,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.3152744936746973,0.0066265662384896,0.9830254588159164,observable_controls_v1,1,1,0,0,FRD-001,RC_BLACKLIST,BLOCK_ACCOUNT,1,CRITICAL,BLOCK_ACCOUNT,RC_BLACKLIST,RC_BLACKLIST,0.3379,Very High,CRITICAL,1,Dual approval only,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6191,0.7285,0.9777,ATO & Account Security,15,15,0.0,Within simulation window,24,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
